rec_rate,bottleneck_size,est,chr_length,n_populations,migration_rate,Ne,outbreak_size,sampling_proportion,generations,mutation_rate,s,h,g_sel_start,selfing_rate,replicate_id,scenario_id,outdir,rec_category,bottle_category,est_category
1e-09,1,0.3,640851,3,0.001,10000,1000,0.05,200,2.13e-08,0.0,0.5,80,0.0,14,MIG014_very_low_tight_moderate_mlow,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.001,10000,1000,0.05,200,2.13e-08,0.0,0.5,80,0.0,15,MIG015_very_low_tight_moderate_mlow,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.001,10000,1000,0.05,200,2.13e-08,0.0,0.5,80,0.0,16,MIG016_very_low_tight_moderate_mlow,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.001,10000,1000,0.05,200,2.13e-08,0.0,0.5,80,0.0,17,MIG017_very_low_tight_moderate_mlow,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.001,10000,1000,0.05,200,2.13e-08,0.0,0.5,80,0.0,18,MIG018_very_low_tight_moderate_mlow,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.001,10000,1000,0.05,200,2.13e-08,0.0,0.5,80,0.0,19,MIG019_very_low_tight_moderate_mlow,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.001,10000,1000,0.05,200,2.13e-08,0.0,0.5,80,0.0,20,MIG020_very_low_tight_moderate_mlow,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.001,10000,1000,0.1,200,2.13e-08,0.0,0.5,80,0.0,1,MIG021_very_low_tight_moderate_mlow,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.001,10000,1000,0.1,200,2.13e-08,0.0,0.5,80,0.0,2,MIG022_very_low_tight_moderate_mlow,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.001,10000,1000,0.1,200,2.13e-08,0.0,0.5,80,0.0,3,MIG023_very_low_tight_moderate_mlow,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.001,10000,1000,0.1,200,2.13e-08,0.0,0.5,80,0.0,4,MIG024_very_low_tight_moderate_mlow,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.001,10000,1000,0.1,200,2.13e-08,0.0,0.5,80,0.0,5,MIG025_very_low_tight_moderate_mlow,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.001,10000,1000,0.1,200,2.13e-08,0.0,0.5,80,0.0,6,MIG026_very_low_tight_moderate_mlow,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.001,10000,1000,0.1,200,2.13e-08,0.0,0.5,80,0.0,7,MIG027_very_low_tight_moderate_mlow,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.001,10000,1000,0.1,200,2.13e-08,0.0,0.5,80,0.0,8,MIG028_very_low_tight_moderate_mlow,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.001,10000,1000,0.1,200,2.13e-08,0.0,0.5,80,0.0,9,MIG029_very_low_tight_moderate_mlow,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.001,10000,1000,0.1,200,2.13e-08,0.0,0.5,80,0.0,10,MIG030_very_low_tight_moderate_mlow,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.001,10000,1000,0.1,200,2.13e-08,0.0,0.5,80,0.0,11,MIG031_very_low_tight_moderate_mlow,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.001,10000,1000,0.1,200,2.13e-08,0.0,0.5,80,0.0,12,MIG032_very_low_tight_moderate_mlow,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.001,10000,1000,0.1,200,2.13e-08,0.0,0.5,80,0.0,13,MIG033_very_low_tight_moderate_mlow,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.001,10000,1000,0.1,200,2.13e-08,0.0,0.5,80,0.0,14,MIG034_very_low_tight_moderate_mlow,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.001,10000,1000,0.1,200,2.13e-08,0.0,0.5,80,0.0,15,MIG035_very_low_tight_moderate_mlow,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.001,10000,1000,0.1,200,2.13e-08,0.0,0.5,80,0.0,16,MIG036_very_low_tight_moderate_mlow,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.001,10000,1000,0.1,200,2.13e-08,0.0,0.5,80,0.0,17,MIG037_very_low_tight_moderate_mlow,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.001,10000,1000,0.1,200,2.13e-08,0.0,0.5,80,0.0,18,MIG038_very_low_tight_moderate_mlow,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.001,10000,1000,0.1,200,2.13e-08,0.0,0.5,80,0.0,19,MIG039_very_low_tight_moderate_mlow,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.001,10000,1000,0.1,200,2.13e-08,0.0,0.5,80,0.0,20,MIG040_very_low_tight_moderate_mlow,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.001,10000,1000,0.2,200,2.13e-08,0.0,0.5,80,0.0,1,MIG041_very_low_tight_moderate_mlow,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.001,10000,1000,0.2,200,2.13e-08,0.0,0.5,80,0.0,2,MIG042_very_low_tight_moderate_mlow,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.001,10000,1000,0.2,200,2.13e-08,0.0,0.5,80,0.0,3,MIG043_very_low_tight_moderate_mlow,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.001,10000,1000,0.2,200,2.13e-08,0.0,0.5,80,0.0,4,MIG044_very_low_tight_moderate_mlow,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.001,10000,1000,0.2,200,2.13e-08,0.0,0.5,80,0.0,5,MIG045_very_low_tight_moderate_mlow,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.001,10000,1000,0.2,200,2.13e-08,0.0,0.5,80,0.0,6,MIG046_very_low_tight_moderate_mlow,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.001,10000,1000,0.2,200,2.13e-08,0.0,0.5,80,0.0,7,MIG047_very_low_tight_moderate_mlow,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.001,10000,1000,0.2,200,2.13e-08,0.0,0.5,80,0.0,8,MIG048_very_low_tight_moderate_mlow,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.001,10000,1000,0.2,200,2.13e-08,0.0,0.5,80,0.0,9,MIG049_very_low_tight_moderate_mlow,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.001,10000,1000,0.2,200,2.13e-08,0.0,0.5,80,0.0,10,MIG050_very_low_tight_moderate_mlow,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.001,10000,1000,0.2,200,2.13e-08,0.0,0.5,80,0.0,11,MIG051_very_low_tight_moderate_mlow,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.001,10000,1000,0.2,200,2.13e-08,0.0,0.5,80,0.0,12,MIG052_very_low_tight_moderate_mlow,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.001,10000,1000,0.2,200,2.13e-08,0.0,0.5,80,0.0,13,MIG053_very_low_tight_moderate_mlow,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.001,10000,1000,0.2,200,2.13e-08,0.0,0.5,80,0.0,14,MIG054_very_low_tight_moderate_mlow,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.001,10000,1000,0.2,200,2.13e-08,0.0,0.5,80,0.0,15,MIG055_very_low_tight_moderate_mlow,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.001,10000,1000,0.2,200,2.13e-08,0.0,0.5,80,0.0,16,MIG056_very_low_tight_moderate_mlow,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.001,10000,1000,0.2,200,2.13e-08,0.0,0.5,80,0.0,17,MIG057_very_low_tight_moderate_mlow,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.001,10000,1000,0.2,200,2.13e-08,0.0,0.5,80,0.0,18,MIG058_very_low_tight_moderate_mlow,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.001,10000,1000,0.2,200,2.13e-08,0.0,0.5,80,0.0,19,MIG059_very_low_tight_moderate_mlow,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.001,10000,1000,0.2,200,2.13e-08,0.0,0.5,80,0.0,20,MIG060_very_low_tight_moderate_mlow,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.01,10000,1000,0.05,200,2.13e-08,0.0,0.5,80,0.0,1,MIG061_very_low_tight_moderate_mmedium,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.01,10000,1000,0.05,200,2.13e-08,0.0,0.5,80,0.0,2,MIG062_very_low_tight_moderate_mmedium,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.01,10000,1000,0.05,200,2.13e-08,0.0,0.5,80,0.0,3,MIG063_very_low_tight_moderate_mmedium,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.01,10000,1000,0.05,200,2.13e-08,0.0,0.5,80,0.0,4,MIG064_very_low_tight_moderate_mmedium,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.01,10000,1000,0.05,200,2.13e-08,0.0,0.5,80,0.0,5,MIG065_very_low_tight_moderate_mmedium,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.01,10000,1000,0.05,200,2.13e-08,0.0,0.5,80,0.0,6,MIG066_very_low_tight_moderate_mmedium,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.01,10000,1000,0.05,200,2.13e-08,0.0,0.5,80,0.0,7,MIG067_very_low_tight_moderate_mmedium,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.01,10000,1000,0.05,200,2.13e-08,0.0,0.5,80,0.0,8,MIG068_very_low_tight_moderate_mmedium,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.01,10000,1000,0.05,200,2.13e-08,0.0,0.5,80,0.0,9,MIG069_very_low_tight_moderate_mmedium,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.01,10000,1000,0.05,200,2.13e-08,0.0,0.5,80,0.0,10,MIG070_very_low_tight_moderate_mmedium,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.01,10000,1000,0.05,200,2.13e-08,0.0,0.5,80,0.0,11,MIG071_very_low_tight_moderate_mmedium,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.01,10000,1000,0.05,200,2.13e-08,0.0,0.5,80,0.0,12,MIG072_very_low_tight_moderate_mmedium,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.01,10000,1000,0.05,200,2.13e-08,0.0,0.5,80,0.0,13,MIG073_very_low_tight_moderate_mmedium,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.01,10000,1000,0.05,200,2.13e-08,0.0,0.5,80,0.0,14,MIG074_very_low_tight_moderate_mmedium,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.01,10000,1000,0.05,200,2.13e-08,0.0,0.5,80,0.0,15,MIG075_very_low_tight_moderate_mmedium,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.01,10000,1000,0.05,200,2.13e-08,0.0,0.5,80,0.0,16,MIG076_very_low_tight_moderate_mmedium,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.01,10000,1000,0.05,200,2.13e-08,0.0,0.5,80,0.0,17,MIG077_very_low_tight_moderate_mmedium,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.01,10000,1000,0.05,200,2.13e-08,0.0,0.5,80,0.0,18,MIG078_very_low_tight_moderate_mmedium,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.01,10000,1000,0.05,200,2.13e-08,0.0,0.5,80,0.0,19,MIG079_very_low_tight_moderate_mmedium,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.01,10000,1000,0.05,200,2.13e-08,0.0,0.5,80,0.0,20,MIG080_very_low_tight_moderate_mmedium,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.01,10000,1000,0.1,200,2.13e-08,0.0,0.5,80,0.0,1,MIG081_very_low_tight_moderate_mmedium,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.01,10000,1000,0.1,200,2.13e-08,0.0,0.5,80,0.0,2,MIG082_very_low_tight_moderate_mmedium,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.01,10000,1000,0.1,200,2.13e-08,0.0,0.5,80,0.0,3,MIG083_very_low_tight_moderate_mmedium,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.01,10000,1000,0.1,200,2.13e-08,0.0,0.5,80,0.0,4,MIG084_very_low_tight_moderate_mmedium,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.01,10000,1000,0.1,200,2.13e-08,0.0,0.5,80,0.0,5,MIG085_very_low_tight_moderate_mmedium,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.01,10000,1000,0.1,200,2.13e-08,0.0,0.5,80,0.0,6,MIG086_very_low_tight_moderate_mmedium,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.01,10000,1000,0.1,200,2.13e-08,0.0,0.5,80,0.0,7,MIG087_very_low_tight_moderate_mmedium,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.01,10000,1000,0.1,200,2.13e-08,0.0,0.5,80,0.0,8,MIG088_very_low_tight_moderate_mmedium,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.01,10000,1000,0.1,200,2.13e-08,0.0,0.5,80,0.0,9,MIG089_very_low_tight_moderate_mmedium,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.01,10000,1000,0.1,200,2.13e-08,0.0,0.5,80,0.0,10,MIG090_very_low_tight_moderate_mmedium,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.01,10000,1000,0.1,200,2.13e-08,0.0,0.5,80,0.0,11,MIG091_very_low_tight_moderate_mmedium,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.01,10000,1000,0.1,200,2.13e-08,0.0,0.5,80,0.0,12,MIG092_very_low_tight_moderate_mmedium,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.01,10000,1000,0.1,200,2.13e-08,0.0,0.5,80,0.0,13,MIG093_very_low_tight_moderate_mmedium,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.01,10000,1000,0.1,200,2.13e-08,0.0,0.5,80,0.0,14,MIG094_very_low_tight_moderate_mmedium,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.01,10000,1000,0.1,200,2.13e-08,0.0,0.5,80,0.0,15,MIG095_very_low_tight_moderate_mmedium,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.01,10000,1000,0.1,200,2.13e-08,0.0,0.5,80,0.0,16,MIG096_very_low_tight_moderate_mmedium,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.01,10000,1000,0.1,200,2.13e-08,0.0,0.5,80,0.0,17,MIG097_very_low_tight_moderate_mmedium,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.01,10000,1000,0.1,200,2.13e-08,0.0,0.5,80,0.0,18,MIG098_very_low_tight_moderate_mmedium,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.01,10000,1000,0.1,200,2.13e-08,0.0,0.5,80,0.0,19,MIG099_very_low_tight_moderate_mmedium,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.01,10000,1000,0.1,200,2.13e-08,0.0,0.5,80,0.0,20,MIG100_very_low_tight_moderate_mmedium,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.01,10000,1000,0.2,200,2.13e-08,0.0,0.5,80,0.0,1,MIG101_very_low_tight_moderate_mmedium,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.01,10000,1000,0.2,200,2.13e-08,0.0,0.5,80,0.0,2,MIG102_very_low_tight_moderate_mmedium,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.01,10000,1000,0.2,200,2.13e-08,0.0,0.5,80,0.0,3,MIG103_very_low_tight_moderate_mmedium,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.01,10000,1000,0.2,200,2.13e-08,0.0,0.5,80,0.0,4,MIG104_very_low_tight_moderate_mmedium,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.01,10000,1000,0.2,200,2.13e-08,0.0,0.5,80,0.0,5,MIG105_very_low_tight_moderate_mmedium,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.01,10000,1000,0.2,200,2.13e-08,0.0,0.5,80,0.0,6,MIG106_very_low_tight_moderate_mmedium,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.01,10000,1000,0.2,200,2.13e-08,0.0,0.5,80,0.0,7,MIG107_very_low_tight_moderate_mmedium,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.01,10000,1000,0.2,200,2.13e-08,0.0,0.5,80,0.0,8,MIG108_very_low_tight_moderate_mmedium,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.01,10000,1000,0.2,200,2.13e-08,0.0,0.5,80,0.0,9,MIG109_very_low_tight_moderate_mmedium,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.01,10000,1000,0.2,200,2.13e-08,0.0,0.5,80,0.0,10,MIG110_very_low_tight_moderate_mmedium,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.01,10000,1000,0.2,200,2.13e-08,0.0,0.5,80,0.0,11,MIG111_very_low_tight_moderate_mmedium,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.01,10000,1000,0.2,200,2.13e-08,0.0,0.5,80,0.0,12,MIG112_very_low_tight_moderate_mmedium,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.01,10000,1000,0.2,200,2.13e-08,0.0,0.5,80,0.0,13,MIG113_very_low_tight_moderate_mmedium,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.01,10000,1000,0.2,200,2.13e-08,0.0,0.5,80,0.0,14,MIG114_very_low_tight_moderate_mmedium,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.01,10000,1000,0.2,200,2.13e-08,0.0,0.5,80,0.0,15,MIG115_very_low_tight_moderate_mmedium,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.01,10000,1000,0.2,200,2.13e-08,0.0,0.5,80,0.0,16,MIG116_very_low_tight_moderate_mmedium,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.01,10000,1000,0.2,200,2.13e-08,0.0,0.5,80,0.0,17,MIG117_very_low_tight_moderate_mmedium,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.01,10000,1000,0.2,200,2.13e-08,0.0,0.5,80,0.0,18,MIG118_very_low_tight_moderate_mmedium,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.01,10000,1000,0.2,200,2.13e-08,0.0,0.5,80,0.0,19,MIG119_very_low_tight_moderate_mmedium,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.01,10000,1000,0.2,200,2.13e-08,0.0,0.5,80,0.0,20,MIG120_very_low_tight_moderate_mmedium,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.05,10000,1000,0.05,200,2.13e-08,0.0,0.5,80,0.0,1,MIG121_very_low_tight_moderate_mhigh,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.05,10000,1000,0.05,200,2.13e-08,0.0,0.5,80,0.0,2,MIG122_very_low_tight_moderate_mhigh,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.05,10000,1000,0.05,200,2.13e-08,0.0,0.5,80,0.0,3,MIG123_very_low_tight_moderate_mhigh,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.05,10000,1000,0.05,200,2.13e-08,0.0,0.5,80,0.0,4,MIG124_very_low_tight_moderate_mhigh,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.05,10000,1000,0.05,200,2.13e-08,0.0,0.5,80,0.0,5,MIG125_very_low_tight_moderate_mhigh,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.05,10000,1000,0.05,200,2.13e-08,0.0,0.5,80,0.0,6,MIG126_very_low_tight_moderate_mhigh,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.05,10000,1000,0.05,200,2.13e-08,0.0,0.5,80,0.0,7,MIG127_very_low_tight_moderate_mhigh,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.05,10000,1000,0.05,200,2.13e-08,0.0,0.5,80,0.0,8,MIG128_very_low_tight_moderate_mhigh,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.05,10000,1000,0.05,200,2.13e-08,0.0,0.5,80,0.0,9,MIG129_very_low_tight_moderate_mhigh,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.05,10000,1000,0.05,200,2.13e-08,0.0,0.5,80,0.0,10,MIG130_very_low_tight_moderate_mhigh,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.05,10000,1000,0.05,200,2.13e-08,0.0,0.5,80,0.0,11,MIG131_very_low_tight_moderate_mhigh,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.05,10000,1000,0.05,200,2.13e-08,0.0,0.5,80,0.0,12,MIG132_very_low_tight_moderate_mhigh,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.05,10000,1000,0.05,200,2.13e-08,0.0,0.5,80,0.0,13,MIG133_very_low_tight_moderate_mhigh,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.05,10000,1000,0.05,200,2.13e-08,0.0,0.5,80,0.0,14,MIG134_very_low_tight_moderate_mhigh,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.05,10000,1000,0.05,200,2.13e-08,0.0,0.5,80,0.0,15,MIG135_very_low_tight_moderate_mhigh,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.05,10000,1000,0.05,200,2.13e-08,0.0,0.5,80,0.0,16,MIG136_very_low_tight_moderate_mhigh,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.05,10000,1000,0.05,200,2.13e-08,0.0,0.5,80,0.0,17,MIG137_very_low_tight_moderate_mhigh,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.05,10000,1000,0.05,200,2.13e-08,0.0,0.5,80,0.0,18,MIG138_very_low_tight_moderate_mhigh,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.05,10000,1000,0.05,200,2.13e-08,0.0,0.5,80,0.0,19,MIG139_very_low_tight_moderate_mhigh,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.05,10000,1000,0.05,200,2.13e-08,0.0,0.5,80,0.0,20,MIG140_very_low_tight_moderate_mhigh,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.05,10000,1000,0.1,200,2.13e-08,0.0,0.5,80,0.0,1,MIG141_very_low_tight_moderate_mhigh,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.05,10000,1000,0.1,200,2.13e-08,0.0,0.5,80,0.0,2,MIG142_very_low_tight_moderate_mhigh,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.05,10000,1000,0.1,200,2.13e-08,0.0,0.5,80,0.0,3,MIG143_very_low_tight_moderate_mhigh,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.05,10000,1000,0.1,200,2.13e-08,0.0,0.5,80,0.0,4,MIG144_very_low_tight_moderate_mhigh,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.05,10000,1000,0.1,200,2.13e-08,0.0,0.5,80,0.0,5,MIG145_very_low_tight_moderate_mhigh,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.05,10000,1000,0.1,200,2.13e-08,0.0,0.5,80,0.0,6,MIG146_very_low_tight_moderate_mhigh,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.05,10000,1000,0.1,200,2.13e-08,0.0,0.5,80,0.0,7,MIG147_very_low_tight_moderate_mhigh,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.05,10000,1000,0.1,200,2.13e-08,0.0,0.5,80,0.0,8,MIG148_very_low_tight_moderate_mhigh,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.05,10000,1000,0.1,200,2.13e-08,0.0,0.5,80,0.0,9,MIG149_very_low_tight_moderate_mhigh,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.05,10000,1000,0.1,200,2.13e-08,0.0,0.5,80,0.0,10,MIG150_very_low_tight_moderate_mhigh,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.05,10000,1000,0.1,200,2.13e-08,0.0,0.5,80,0.0,11,MIG151_very_low_tight_moderate_mhigh,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.05,10000,1000,0.1,200,2.13e-08,0.0,0.5,80,0.0,12,MIG152_very_low_tight_moderate_mhigh,sim_migration,very_low,tight,
1e-09,1,0.3,640851,3,0.05,10000,1000,0.1,200,2.13e-08,0.0,0.5,80,0.0,13,MIG153_very_low_tight_moderate_mhigh,sim_migration,very_low,tight,
